5/18/2016 2:38:51,Male,Straight,19,2,White non-Hispanic,Overweight,Yes,Yes,No,0,No,Yes,"wingman/wingwoman, Set me up with a date, date coaching",Yes,A student,student,"Some college, no degree","Joined a gym/go to the gym, Therapy, join clubs/socual clubs/meet ups"
5/18/2016 2:42:02,Female,Bisexual,21,$0,Hispanic (of any race),Normal weight,No,No,No,10,Yes,Yes,I don't want help,Yes,A student,Student,"Some college, no degree","Therapy, Other exercise"
5/18/2016 3:26:59,Male,Straight,29,9,Black,Overweight,Yes,No,Yes but I haven't,6,Yes,Yes,not sure what would help,Yes,Self-employed,Engineer,"Some college, no degree","Joined a gym/go to the gym, Therapy, Other exercise, join clubs/socual clubs/meet ups"
5/18/2016 3:43:25,Male,Straight,18,$0,Asian,Underweight,Yes,No,Yes but I haven't,3,Yes,Yes,I don't want help,Yes,A student,Student,"High school graduate, diploma or the equivalent (for example: GED)",None
5/18/2016 3:51:31,Male,Straight,20,$0,Hispanic (of any race),Overweight,Yes,No,No,1,Yes,Yes,"Set me up with a date, date coaching",Yes,A student,None ,"Some college, no degree","Therapy, Other exercise, Develop hobbies"
5/18/2016 5:42:39,Male,Gay/Lesbian,26,4,White non-Hispanic,Overweight,Yes,No,No,0,No,Yes,I don't want help,Yes,Employed for wages,Flight Attendant,Associate degree,None
5/18/2016 5:52:27,Male,Straight,25,$0,Hispanic (of any race),Normal weight,No,No,Yes and I have,0,Yes,Yes,I don't want help,Yes,Out of work and looking for work,dunno,Bachelor?™s degree,"Joined a gym/go to the gym, Therapy"
5/18/2016 6:23:18,Female,Bisexual,22,1,White non-Hispanic,Normal weight,No,No,No,0,Yes,Yes,I don't want help,Yes,A student,Student,"Some college, no degree",Therapy
5/18/2016 6:41:08,Male,Straight,33,$0,White non-Hispanic,Normal weight,Yes,No,No,1,Yes,Yes,I don't want help,Yes,Out of work and looking for work,Unemployed,"High school graduate, diploma or the equivalent (for example: GED)",Other exercise
5/18/2016 7:19:47,Female,Straight,26,1,White non-Hispanic,Overweight,Yes,No,Yes but I haven't,0,No,Yes,"wingman/wingwoman, Set me up with a date, date coaching",Yes,Out of work but not currently looking for work,useless,"High school graduate, diploma or the equivalent (for example: GED)","Therapy, join clubs/socual clubs/meet ups, medication"
5/18/2016 7:41:18,Male,Straight,27,$0,White non-Hispanic,Overweight,Yes,No,Yes but I haven't,6,Yes,Yes,I don't want any help. I can't even talk about it.,Yes,Out of work but not currently looking for work,Philosopher,"Some high school, no diploma",Other exercise
5/18/2016 7:41:18,Male,Straight,24,$0,White non-Hispanic,Normal weight,Yes,No,No,0,Yes,Yes,I don't want help,Yes,A student,What?,"High school graduate, diploma or the equivalent (for example: GED)",Trying to accept my fate.
5/18/2016 7:46:57,Male,Straight,19,2,White non-Hispanic,Overweight,Yes,Yes,Yes but I haven't,10,No,Yes,I don't want help,Yes,Employed for wages,Software Engineer,Trade/technical/vocational training,Other exercise
5/18/2016 8:17:01,Female,Bisexual,21,1,White non-Hispanic,Normal weight,No,Yes,No,7,Yes,Yes,I don't want help,Yes,Out of work and looking for work,Lifeguard,Bachelor?™s degree,"Therapy, Other exercise, join clubs/socual clubs/meet ups"
5/18/2016 8:22:09,Male,Straight,18,4,Native american,Normal weight,Yes,No,Yes but I haven't,0,Yes,Yes,Friends,Yes,Out of work and looking for work,None,"High school graduate, diploma or the equivalent (for example: GED)",Joined a gym/go to the gym
5/18/2016 8:46:21,Female,Straight,29,6,White non-Hispanic,Normal weight,No,No,No,5,Yes,Yes,I don't want help,Yes,Employed for wages,Designer,Associate degree,"Joined a gym/go to the gym, join clubs/socual clubs/meet ups"
5/18/2016 8:49:24,Male,Straight,29,4,White non-Hispanic,Normal weight,Yes,No,No,7,Yes,No,"wingman/wingwoman, Set me up with a date",Yes,Employed for wages,Production Editor,Bachelor?™s degree,"Joined a gym/go to the gym, Other exercise, join clubs/socual clubs/meet ups"
5/18/2016 9:08:40,Male,Straight,22,1,White non-Hispanic,Normal weight,Yes,Yes,No,0,No,Yes,I don't want help,Yes,A student,Student,Bachelor?™s degree,"Joined a gym/go to the gym, Therapy, Other exercise, join clubs/socual clubs/meet ups"
5/18/2016 9:54:14,Female,Straight,27,1,White non-Hispanic,Overweight,Yes,Yes,No,1,Yes,Yes,coping with being beyond help,Yes,A student,-,"High school graduate, diploma or the equivalent (for example: GED)","Therapy, Other exercise, diets, change of wardrobe, medication, diet pills "
5/18/2016 10:09:50,Male,Straight,22,2,Black,Normal weight,Yes,No,No,5,No,Yes,I don't want help,Yes,Employed for wages,Sales,"Some college, no degree","Joined a gym/go to the gym, Therapy"
5/18/2016 10:18:29,Male,Straight,19,$0,White non-Hispanic,Normal weight,No,Yes,No,0,No,Yes,Money for rehab or sober living home,Yes,Out of work but not currently looking for work,Junkie,"Some college, no degree","Joined a gym/go to the gym, Therapy, Other exercise"
5/18/2016 11:23:33,Male,Straight,18,$0,White non-Hispanic,Normal weight,Yes,Yes,No,3,Yes,Yes,I don't want help,Yes,Out of work and looking for work,None,"High school graduate, diploma or the equivalent (for example: GED)",Other exercise
5/18/2016 11:30:23,Male,Straight,22,1,White non-Hispanic,Overweight,Yes,Yes,Yes but I haven't,4,Yes,Yes,"wingman/wingwoman, Set me up with a date",Yes,A student,Intern,Trade/technical/vocational training,"Joined a gym/go to the gym, Therapy"
5/18/2016 11:40:44,Male,Straight,23,$0,White non-Hispanic,Normal weight,Yes,No,Yes but I haven't,5,Yes,Yes,"wingman/wingwoman, Set me up with a date, date coaching, Therapy, shoulder to cry on",Yes,Out of work but not currently looking for work,Unemployed,Bachelor?™s degree,"Cosmetic survey, Joined a gym/go to the gym, Therapy, join clubs/socual clubs/meet ups"
5/18/2016 11:44:10,Female,Straight,27,6,White non-Hispanic,Normal weight,Yes,No,No,4,Yes,Yes,"wingman/wingwoman, Set me up with a date, date coaching",Yes,Employed for wages,Rather not say,Doctorate degree,"Cosmetic survey, Therapy"
5/18/2016 13:09:29,Male,Straight,22,1,White non-Hispanic,Normal weight,Yes,Yes,No,1,Yes,Yes,therapy,Yes,Employed for wages,cleaner,"Some high school, no diploma",Therapy
5/18/2016 13:20:41,Male,Straight,22,$0,Black,Normal weight,Yes,No,No,25,Yes,Yes,I don't want help,Yes,Out of work and looking for work,Unemployed,"Some college, no degree","Joined a gym/go to the gym, Therapy"
5/18/2016 13:27:16,Female,Bisexual,41,$0,White non-Hispanic,Overweight,No,No,No,1,Yes,Yes,I don't want help,Yes,Out of work and looking for work,Librarian,"Some college, no degree","Cosmetic survey, Joined a gym/go to the gym, Therapy, Other exercise, join clubs/socual clubs/meet ups"
5/18/2016 14:18:35,Male,Straight,21,5,White non-Hispanic,Overweight,Yes,No,No,0,Yes,Yes,I don't want help,Yes,Employed for wages,IT,"High school graduate, diploma or the equivalent (for example: GED)","Therapy, Other exercise"
5/18/2016 15:49:52,Male,Bisexual,16,1,White non-Hispanic,Underweight,Yes,No,Yes but I haven't,0,Yes,Yes,Set me up with a date,Yes,A student,Herder,"High school graduate, diploma or the equivalent (for example: GED)",Called suicide hotlines
5/18/2016 17:35:04,Male,Straight,39,4,Asian,Normal weight,No,No,Yes but I haven't,10,No,No,date coaching,Yes,Employed for wages,Cst analyst,"Some college, no degree","Joined a gym/go to the gym, Therapy"
5/18/2016 18:29:58,Male,Straight,18,$0,White non-Hispanic,Normal weight,Yes,Yes,No,0,Yes,Yes,I don't want help,Yes,Self-employed,Programmer,"Some high school, no diploma",Other exercise
5/18/2016 18:32:30,Male,Straight,22,1,White non-Hispanic,Underweight,Yes,Yes,No,1,Yes,Yes,i lost faith and hope,Yes,A student,student?,"Some college, no degree",Joined a gym/go to the gym
5/18/2016 18:54:31,Male,Straight,38,6,White non-Hispanic,Overweight,No,No,Yes but I haven't,7,Yes,Yes,I don't want help,Yes,Employed for wages,System Administrator,Trade/technical/vocational training,None
5/18/2016 20:27:47,Male,Straight,23,$0,Asian,Overweight,No,No,Yes but I haven't,4,No,Yes,"wingman/wingwoman, Set me up with a date, date coaching",Yes,A student,jpo;,"High school graduate, diploma or the equivalent (for example: GED)",None
5/18/2016 22:51:34,Female,Bisexual,21,$0,Hispanic (of any race),Overweight,No,No,Yes but I haven't,2,No,No,"wingman/wingwoman, Set me up with a date, date coaching",Yes,A student,Student,"Some college, no degree","Joined a gym/go to the gym, Therapy"
5/18/2016 23:21:49,Female,Bisexual,23,2,Black,Normal weight,Yes,Yes,No,3,Yes,Yes,I don't want help,Yes,Out of work and looking for work,Clerk,Master?™s degree,"Other exercise, join clubs/socual clubs/meet ups"
5/19/2016 1:27:00,Male,Straight,20,1,Hispanic (of any race),Overweight,Yes,No,Yes but I haven't,4,Yes,Yes,I don't want help,Yes,A student,Retail ,"Some college, no degree",Other exercise
5/19/2016 3:32:05,Male,Straight,18,$0,White non-Hispanic,Normal weight,Yes,No,No,3,No,Yes,I don't want help,Yes,Out of work and looking for work,Unemployed,"Some college, no degree","Other exercise, join clubs/socual clubs/meet ups"
5/19/2016 9:39:41,Female,Straight,23,5,Asian,Normal weight,No,No,No,5,Yes,Yes,I don't want help,Yes,Out of work and looking for work,Accountant,Bachelor?™s degree,Joined a gym/go to the gym
5/19/2016 15:17:48,Male,Straight,30,4,White non-Hispanic,Normal weight,Yes,No,No,0,No,Yes,I don't want help,Yes,Employed for wages,postman,"High school graduate, diploma or the equivalent (for example: GED)",None
5/19/2016 19:11:55,Male,Straight,28,2,White non-Hispanic,Obese,Yes,No,No,4,Yes,Yes,Set me up with a date,Yes,Employed for wages,Stocker,"Some college, no degree",None
5/19/2016 20:03:19,Female,Bisexual,30,6,White non-Hispanic,Normal weight,Yes,No,Yes but I haven't,2,No,Yes,"I don't want help, More general stuff",Yes,Employed for wages,Not telling,Bachelor?™s degree,"Cosmetic survey, Joined a gym/go to the gym, Therapy, Other exercise, join clubs/socual clubs/meet ups, Fashion makeup personality etc"
5/22/2016 13:55:14,Male,Bisexual,21,$0,White non-Hispanic,Underweight,Yes,No,No,0,No,Yes,I don't know,Yes,A student,no job,"Some college, no degree","work out at home, eat more"
5/22/2016 14:04:52,Female,Straight,23,3,Black,Overweight,No,No,No,15,No,Yes,"wingman/wingwoman, Set me up with a date, date coaching",Yes,Employed for wages,Usher ,"Some college, no degree",None
5/22/2016 15:18:26,Male,Straight,38,9,White non-Hispanic,Underweight,Yes,No,No,0,Yes,Yes,I used to want all of those things. Now it is too late for any of them to make a difference.,Yes,Employed for wages,Software Engineer,Bachelor?™s degree,"Joined a gym/go to the gym, Therapy, join clubs/socual clubs/meet ups"
5/22/2016 15:32:28,Female,Gay/Lesbian,20,$0,White non-Hispanic,Normal weight,No,Yes,No,2,No,No,I don't want help,Yes,A student,Student (comp sci),Bachelor?™s degree,"Joined a gym/go to the gym, Therapy, Other exercise, join clubs/socual clubs/meet ups"
5/22/2016 17:44:58,Male,Bisexual,24,$0,White and Native American,Obese,Yes,No,Yes but I haven't,3,Yes,Yes,"wingman/wingwoman, Set me up with a date",Yes,Out of work but not currently looking for work,None,"Some high school, no diploma","Other exercise, None"
5/22/2016 20:00:12,Male,Bisexual,26,1,"First two answers. Gender is androgyne, not male; sexuality is asexual, not bi.",Normal weight,No,No,No,0,Yes,Yes,I don't want help,Yes,Self-employed,artist,Bachelor?™s degree,"Other exercise, learn new skills"
5/23/2016 3:34:05,Male,Straight,17,1,White non-Hispanic,Overweight,Yes,No,No,3,Yes,Yes,I don't want help,Yes,A student,High School Senior,"High school graduate, diploma or the equivalent (for example: GED)","Other exercise, join clubs/socual clubs/meet ups"
5/23/2016 5:50:29,Female,Bisexual,19,$0,White non-Hispanic,Normal weight,Yes,No,No,1,Yes,Yes,I don't want help,Yes,Out of work but not currently looking for work,none,"Some high school, no diploma",Therapy
5/23/2016 8:14:53,Male,Bisexual,26,$0,European,Underweight,Yes,Yes,No,0,Yes,Yes,I don't want help,Yes,Unable to work,Disabled,"Some high school, no diploma","Therapy, Other exercise, None"
5/23/2016 13:29:58,Transgender female,Straight,25,1,White non-Hispanic,Normal weight,Yes,No,No,5,Yes,Yes,I don't want help,Yes,Out of work and looking for work,Unemployed,"Some college, no degree","Joined a gym/go to the gym, Therapy, join clubs/socual clubs/meet ups"
5/24/2016 3:43:19,Male,Straight,22,2,Black,Overweight,Yes,No,Yes but I haven't,2,Yes,Yes,I don't want help,Yes,Employed for wages,Retail Associate,Associate degree,"Therapy, Other exercise"
5/26/2016 13:19:42,Male,Bisexual,26,2,Hispanic (of any race),Normal weight,No,No,No,15,Yes,No,I don't want help,Yes,Self-employed,Marketing,"High school graduate, diploma or the equivalent (for example: GED)",Other exercise
5/26/2016 18:41:04,Male,Straight,16,$0,White non-Hispanic,Underweight,Yes,No,No,0,Yes,Yes,Set me up with a date,Yes,A student,na,"Some high school, no diploma",None
5/27/2016 3:24:20,Male,Straight,22,$0,Hispanic (of any race),Overweight,Yes,No,No,0,Yes,Yes,date coaching,Yes,A student,Student,"Some college, no degree",Therapy
5/27/2016 10:36:04,Female,Bisexual,20,1,Black,Normal weight,Yes,Yes,No,3,Yes,Yes,date coaching,Yes,A student,       ??,"High school graduate, diploma or the equivalent (for example: GED)","Joined a gym/go to the gym, Therapy, Other exercise, join clubs/socual clubs/meet ups"
5/28/2016 14:03:43,Male,Straight,27,1,White non-Hispanic,Overweight,Yes,Yes,No,5,No,Yes,wingman/wingwoman,Yes,A student,Designer,"Some high school, no diploma","Joined a gym/go to the gym, Other exercise, join clubs/socual clubs/meet ups"
5/29/2016 12:40:43,Male,Straight,18,1,Asian,Overweight,Yes,No,Yes but I haven't,5,Yes,Yes,"wingman/wingwoman, Set me up with a date, date coaching",Yes,Employed for wages,Home Depot order fulfillment,"High school graduate, diploma or the equivalent (for example: GED)",Started losing weight
5/30/2016 14:48:53,Transgender male,Bisexual,12,$0,White non-Hispanic,Obese,No,No,Yes and I have,0.5,Yes,No,"wingman/wingwoman, Set me up with a date, date coaching, I don't want help",Yes,A student,Boss,"Some high school, no diploma","Cosmetic surgery, Joined a gym/go to the gym, Therapy, Other exercise, join clubs/socual clubs/meet ups, None"
6/6/2016 1:36:55,Female,Straight,17,1,Asian,Normal weight,Yes,No,No,20,Yes,Yes,wingman/wingwoman,Yes,Employed for wages,receptionist ,"Some high school, no diploma","Joined a gym/go to the gym, Other exercise, join clubs/socual clubs/meet ups"
